level_file,level_name,algorithm,run,found,time_sec,peak_memory_bytes,expanded_nodes,solution_length,total_cost
level_07.json,Fragile Soft Bridge Alternatives,UCS,1,True,0.02224310899964621,153128,242,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,UCS,2,True,0.020337102999292256,153128,242,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,UCS,3,True,0.02048618400021951,153128,242,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,UCS,4,True,0.020337513999947987,153128,242,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,UCS,5,True,0.020260229000086838,153128,242,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,A*,1,True,0.010468215999935637,108232,105,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,A*,2,True,0.01032771700010926,108232,105,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,A*,3,True,0.010830092000105651,108232,105,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,A*,4,True,0.010659460000169929,108232,105,10,10.7
level_07.json,Fragile Soft Bridge Alternatives,A*,5,True,0.010703314999773283,108232,105,10,10.7
level_08.json,Split Fragile Soft Bridge,BFS,1,True,0.0032542970002396032,40600,47,7,8.7
level_08.json,Split Fragile Soft Bridge,BFS,2,True,0.003170351999870036,40312,47,7,8.7
level_08.json,Split Fragile Soft Bridge,BFS,3,True,0.0032162800007426995,40312,47,7,8.7
level_08.json,Split Fragile Soft Bridge,BFS,4,True,0.0032770400002846145,40312,47,7,8.7
level_08.json,Split Fragile Soft Bridge,BFS,5,True,0.0033038800002032076,40312,47,7,8.7
level_08.json,Split Fragile Soft Bridge,DFS,1,True,0.001163406000159739,17880,19,15,17.6
level_08.json,Split Fragile Soft Bridge,DFS,2,True,0.0011679819999699248,17880,19,15,17.6
level_08.json,Split Fragile Soft Bridge,DFS,3,True,0.0012242559996593627,17880,19,15,17.6
level_08.json,Split Fragile Soft Bridge,DFS,4,True,0.0011833749995275866,17880,19,15,17.6
level_08.json,Split Fragile Soft Bridge,DFS,5,True,0.0014799649998167297,17880,19,15,17.6
level_08.json,Split Fragile Soft Bridge,UCS,1,True,0.0056201850002253195,60568,60,7,8.2
level_08.json,Split Fragile Soft Bridge,UCS,2,True,0.005630009999549657,60568,60,7,8.2
level_08.json,Split Fragile Soft Bridge,UCS,3,True,0.005821194000418473,60568,60,7,8.2
level_08.json,Split Fragile Soft Bridge,UCS,4,True,0.005309885999849939,60568,60,7,8.2
level_08.json,Split Fragile Soft Bridge,UCS,5,True,0.00522962600007304,60568,60,7,8.2
level_08.json,Split Fragile Soft Bridge,A*,1,True,0.005465965999974287,61520,60,7,8.2
level_08.json,Split Fragile Soft Bridge,A*,2,True,0.0055160709998745006,61520,60,7,8.2
level_08.json,Split Fragile Soft Bridge,A*,3,True,0.005390214000726701,61520,60,7,8.2
level_08.json,Split Fragile Soft Bridge,A*,4,True,0.005933670000558777,61520,60,7,8.2
level_08.json,Split Fragile Soft Bridge,A*,5,True,0.005516422000255261,61520,60,7,8.2
level_09.json,Fragile Alternative Routes,BFS,1,True,0.004346437000094738,41816,69,10,12.5
level_09.json,Fragile Alternative Routes,BFS,2,True,0.0037046639999971376,42400,69,10,12.5
level_09.json,Fragile Alternative Routes,BFS,3,True,0.003541792999385507,42400,69,10,12.5
level_09.json,Fragile Alternative Routes,BFS,4,True,0.005197097999371181,42400,69,10,12.5
level_09.json,Fragile Alternative Routes,BFS,5,True,0.003606168000260368,42400,69,10,12.5
level_09.json,Fragile Alternative Routes,DFS,1,True,0.0032911509997575195,43856,63,44,50.0
level_09.json,Fragile Alternative Routes,DFS,2,True,0.00330679400030931,43856,63,44,50.0
level_09.json,Fragile Alternative Routes,DFS,3,True,0.0032508920003238018,43856,63,44,50.0
level_09.json,Fragile Alternative Routes,DFS,4,True,0.003483186000266869,43856,63,44,50.0
level_09.json,Fragile Alternative Routes,DFS,5,True,0.003579578999961086,43856,63,44,50.0
level_09.json,Fragile Alternative Routes,UCS,1,True,0.004090937999535527,45104,61,10,10.0
level_09.json,Fragile Alternative Routes,UCS,2,True,0.004070898000463785,45104,61,10,10.0
level_09.json,Fragile Alternative Routes,UCS,3,True,0.004126370000449242,45104,61,10,10.0
level_09.json,Fragile Alternative Routes,UCS,4,True,0.004101564000848157,45104,61,10,10.0
level_09.json,Fragile Alternative Routes,UCS,5,True,0.004166910000094504,45104,61,10,10.0
level_09.json,Fragile Alternative Routes,A*,1,True,0.0030926569997973274,35336,36,10,10.0
level_09.json,Fragile Alternative Routes,A*,2,True,0.00280640199980553,35336,36,10,10.0
level_09.json,Fragile Alternative Routes,A*,3,True,0.0029667299995708163,35336,36,10,10.0
level_09.json,Fragile Alternative Routes,A*,4,True,0.0028045989993188414,35336,36,10,10.0
level_09.json,Fragile Alternative Routes,A*,5,True,0.0028270430002521607,35336,36,10,10.0
level_10.json,Basic Maze With Loops,BFS,1,True,0.004191727000034007,50648,80,10,10.0
